subject,awareness,variance_mean,peak_to_peak_mean
16,Seen,2.445707036665842e-11,2.1813188915314665e-05
16,Seen,2.4875197122806535e-11,2.2265788707037337e-05
16,Seen,2.044652017499516e-11,2.0686713196809083e-05
16,Seen,1.2255515929357712e-10,3.0287145128574583e-05
16,Unseen,3.2098653083749144e-11,2.779000274028334e-05
16,Unseen,3.420557747195513e-11,2.6406893175236938e-05
16,Unseen,3.0841319041768924e-11,2.4576676346695622e-05
16,Seen,4.5232634361070525e-11,2.7441185074550036e-05
16,Seen,2.3118131357547156e-11,2.260537050255603e-05
16,Unseen,3.010558336898176e-11,2.4040345831134837e-05
16,Unseen,2.4966379200932377e-11,2.439028039030412e-05
16,Unseen,2.5537820912863048e-11,2.3760076925762777e-05
16,Seen,2.991387215308779e-11,2.6925887902025972e-05
16,Seen,2.6661453990605187e-11,2.5239566921135345e-05
16,Unseen,3.769091857449236e-11,2.843852963587702e-05
16,Seen,2.980849217255355e-11,2.543523282514605e-05
16,Unseen,2.7673490419441053e-11,2.508644099003586e-05
16,Unseen,2.4012545717487673e-11,2.3410518499343566e-05
16,Seen,9.847841777065476e-11,2.9731116111178605e-05
16,Unseen,2.8222102004704017e-11,2.4657548435435508e-05
16,Unseen,2.2837133708680167e-11,2.2787341644883395e-05
16,Unseen,3.314348067068684e-11,2.6067499126926726e-05
16,Unseen,2.6316572896410613e-11,2.4429166083182403e-05
16,Unseen,8.542120682834402e-11,3.20992448883447e-05
16,Unseen,3.656767191112902e-11,2.734729321754135e-05
16,Unseen,2.98941644197853e-11,2.6839433434398814e-05
16,Seen,5.0127118766353986e-11,3.192843285956429e-05
16,Seen,4.091553147840576e-11,2.9356598264510098e-05
16,Unseen,4.782088010642347e-11,3.0434886003193688e-05
16,Unseen,4.9137733817830086e-11,2.6127704827645645e-05
16,Unseen,4.241624478380542e-11,2.8827834466351213e-05
16,Unseen,2.6663627648790733e-11,2.4379997620805794e-05
16,Unseen,3.784736948850397e-11,2.8060311896313697e-05
16,Unseen,3.311716425558618e-11,2.6066630932985135e-05
16,Seen,2.5238579323997633e-11,2.4100998626126934e-05
16,Seen,2.7906499873872385e-11,2.5592683503566864e-05
16,Unseen,3.173038776988513e-11,2.4971488558310268e-05
16,Seen,3.695879915511475e-11,3.0410748529093267e-05
16,Seen,4.020693219907152e-11,2.7962846228283462e-05
16,Unseen,3.069163856667101e-11,2.5483450039497317e-05
16,Unseen,3.778215322112311e-11,2.8999707164396693e-05
16,Unseen,2.468371067120437e-11,2.3080614580091638e-05
16,Unseen,1.937066388350111e-10,3.4404953799131647e-05
16,Seen,2.9689439791438664e-11,2.5462969675870305e-05
16,Unseen,3.0492572135099456e-11,2.529844434392512e-05
16,Unseen,2.7053111091325634e-11,2.3789645544026988e-05
16,Unseen,2.622475126043971e-11,2.4575865993193904e-05
16,Unseen,2.4612599660510046e-11,2.2648734174827473e-05
16,Unseen,2.6550215289468763e-11,2.327654273974837e-05
16,Unseen,2.2878368453085393e-11,2.2427012538305095e-05
16,Unseen,5.259112681466488e-11,3.16538853097834e-05
16,Unseen,2.6925590842585473e-11,2.301109651841392e-05
16,Unseen,2.8005040068959972e-11,2.341657433437752e-05
16,Unseen,2.834039613129535e-11,2.515747147836511e-05
16,Unseen,3.142568881750437e-11,2.6228010670998292e-05
16,Unseen,4.1663053114298705e-11,3.1132463133308606e-05
16,Unseen,3.2929202396736296e-11,2.8867806717091e-05
16,Seen,3.250561624762074e-11,2.7124201345210046e-05
16,Unseen,2.6947705915752833e-11,2.3570282615888296e-05
16,Seen,2.5279645677412213e-11,2.4282781096717053e-05
16,Seen,3.185680280273724e-11,2.455485383570813e-05
16,Unseen,2.4406450697157464e-11,2.3021121533300444e-05
16,Seen,1.4165083864220364e-10,3.0510135954190337e-05
16,Unseen,2.8271328855984767e-11,2.61558952833366e-05
16,Unseen,3.534060286076387e-11,2.7748851307257123e-05
16,Unseen,1.375833349301699e-10,3.4919914907683775e-05
16,Unseen,2.68120372002532e-11,2.457261257445932e-05
16,Unseen,4.4074937443963573e-11,3.0193235197860984e-05
16,Unseen,2.5375112144798612e-11,2.2788377523955978e-05
16,Unseen,3.5844810631205964e-11,2.7390545379071748e-05
16,Unseen,2.4937747623879973e-11,2.3705408572369196e-05
16,Seen,2.362833676249924e-11,2.23788147312239e-05
16,Seen,5.2393660262456174e-11,2.928957584676705e-05
16,Seen,3.19019911272428e-11,2.4122290492156816e-05
16,Seen,3.015841001854776e-11,2.577967088117792e-05
16,Unseen,2.266632488695316e-11,2.3094085351511902e-05
16,Seen,3.615791307491042e-11,2.681844874059276e-05
16,Seen,2.5834627122049373e-11,2.248289837285381e-05
16,Seen,2.9016728747380455e-11,2.4922262838254247e-05
16,Seen,4.150589861556998e-11,2.8748010828699475e-05
16,Seen,3.664141440011377e-11,2.6945206786579505e-05
16,Seen,4.6249969979887204e-11,2.8083342444984904e-05
16,Unseen,5.754201024028056e-11,3.488586965746934e-05
16,Unseen,2.677016533565345e-11,2.474526498959758e-05
16,Seen,3.3036990664571196e-11,2.5496397037878687e-05
16,Unseen,3.231784033002538e-11,2.6217189060772934e-05
16,Unseen,3.08045487233628e-11,2.5503032833055342e-05
16,Unseen,2.968094611966472e-11,2.5674450127887148e-05
16,Unseen,2.7225698581784767e-11,2.4924682901469013e-05
16,Unseen,2.7411983073421562e-11,2.4701596342268318e-05
16,Unseen,2.8874002587966186e-11,2.6232951286883338e-05
16,Unseen,3.733987698628908e-11,2.984788289304074e-05
16,Seen,2.3003442361132503e-11,2.1894515427407394e-05
16,Unseen,2.547221383299529e-11,2.3423041892893325e-05
16,Seen,3.115762772273583e-11,2.5482663198895094e-05
16,Unseen,1.0125377539445859e-10,2.9186539303186474e-05
16,Unseen,3.740258991150005e-11,2.6647802864120127e-05
16,Seen,3.674063034073341e-11,2.7551736335892268e-05
16,Seen,4.4940866649743525e-11,3.144778453474921e-05
16,Seen,3.9080938285398554e-11,2.956089295583634e-05
16,Seen,3.939329979003488e-11,2.9431295714388015e-05
16,Unseen,2.223019323399638e-11,2.1802660260556765e-05
16,Seen,2.50893697501113e-11,2.304367588151628e-05
16,Unseen,2.8811507067924268e-11,2.499207733648396e-05
16,Seen,2.6049343459005348e-11,2.4136776238325225e-05
16,Unseen,3.132580009248116e-11,2.6939084553081405e-05
16,Unseen,7.893032605293753e-11,2.7766305717207393e-05
16,Unseen,3.045420310981175e-11,2.6595563782923014e-05
16,Seen,2.649232822534775e-11,2.3951771489038583e-05
16,Seen,3.3028812178118204e-11,2.6950751819732996e-05
16,Unseen,3.971937663448499e-11,2.863138223156764e-05
16,Seen,2.0750323815411288e-11,2.1561582456062787e-05
16,Seen,2.310868201035605e-11,2.1481922823333753e-05
16,Seen,3.921642069172044e-11,2.6828624793720265e-05
16,Seen,3.0139907037155263e-11,2.660558515627996e-05
16,Seen,3.7293567707675224e-11,2.7504905049000987e-05
16,Seen,3.146557850031874e-11,2.5863383402023925e-05
16,Seen,4.273795510571975e-11,2.8434468296102257e-05
16,Unseen,2.814500486797719e-11,2.4539921126613014e-05
16,Seen,4.566799241675395e-11,3.128323381201702e-05
16,Seen,3.162490846721088e-11,2.7516836081693552e-05
16,Unseen,3.213234181870178e-11,2.6230562384030873e-05
16,Seen,4.003736547731589e-11,2.952199984273272e-05
16,Seen,3.725979156583745e-11,3.0408037303599345e-05
16,Unseen,2.8935505473423623e-11,2.5445317938208256e-05
16,Seen,4.205977677007532e-11,2.8506088223724958e-05
16,Seen,2.6613670575290808e-11,2.3732672111947192e-05
16,Unseen,3.4530248250443435e-11,2.708754569703784e-05
16,Unseen,2.9404627206479667e-11,2.4996864032563615e-05
16,Seen,4.130527271589908e-11,3.09236403425824e-05
16,Seen,2.3834388815752618e-11,2.3650761985289284e-05
16,Unseen,2.7782751728964064e-11,2.5736597692159273e-05
16,Unseen,3.310936407381034e-11,2.688594645673544e-05
16,Unseen,1.1437407517969131e-10,3.450966995847602e-05
16,Unseen,3.1735619574944037e-11,2.854645669637634e-05
16,Seen,5.3880489312260833e-11,3.4401481507207395e-05
16,Seen,3.5283854841970823e-11,2.7893964020359547e-05
16,Seen,3.916396980502812e-11,2.938497641225653e-05
16,Unseen,3.044862543616207e-11,2.7218831376220657e-05
16,Unseen,3.6582095572202155e-11,2.863047394068945e-05
16,Unseen,3.490264268037698e-11,2.738171641755498e-05
16,Unseen,8.661791661277039e-11,3.0268316226007703e-05
16,Unseen,7.437895927490061e-11,3.440298829392896e-05
16,Unseen,2.3961462786971506e-11,2.3488924799820642e-05
16,Unseen,2.7815397256415814e-11,2.6291363492742283e-05
16,Unseen,2.4245723560460586e-11,2.3701663748414432e-05
16,Unseen,3.5196721629057207e-11,2.7461234171019964e-05
16,Seen,3.6625446102824814e-11,2.8030660786150153e-05
16,Unseen,5.257657988629605e-11,3.456513675711657e-05
16,Unseen,2.1652171456483867e-11,2.2913979434620486e-05
16,Seen,5.018246770490389e-11,3.052830718247685e-05
16,Seen,3.2740549212711545e-11,2.5365245393343102e-05
16,Seen,3.8403442081093964e-11,2.7439894368629648e-05
16,Seen,2.496537059820728e-11,2.2367703934557168e-05
16,Unseen,3.236091507594706e-11,2.6205435373690984e-05
16,Seen,5.4373925377184594e-11,2.969849759706707e-05
16,Seen,4.093797188026589e-11,2.7453315207258847e-05
16,Seen,3.479842408875561e-11,2.7151672723441167e-05
16,Seen,3.448203216144838e-11,2.5851918498838185e-05
16,Seen,5.9320323804162e-11,3.450902688362064e-05
16,Seen,4.8596572079218135e-11,3.1472575299900207e-05
16,Seen,5.164401844078863e-11,2.9707842481096667e-05
16,Seen,4.3048667025717015e-11,2.7439840181179714e-05
16,Seen,4.117423519105314e-11,2.6464375703036023e-05
16,Seen,2.944995144824743e-11,2.482154727483403e-05
16,Seen,7.295199437339644e-11,2.9539053470264142e-05
16,Seen,3.76804382043228e-11,2.5206163211229537e-05
16,Seen,3.125360257657166e-11,2.447295286050629e-05
16,Seen,2.562284737350409e-11,2.317626933781144e-05
16,Seen,2.3847330761251665e-11,2.3056626128641275e-05
16,Seen,4.0526807155339174e-11,2.7725336456226398e-05
16,Unseen,3.312026107031805e-11,2.6050552831760506e-05
16,Unseen,1.038313243924476e-10,4.214874862757006e-05
16,Seen,2.875012342313898e-11,2.4108205537092053e-05
16,Unseen,3.5105857789452506e-11,2.8757529780385572e-05
16,Seen,4.322479632618322e-11,2.7841891362221213e-05
16,Seen,5.463094983780719e-11,3.5764316329879187e-05
16,Seen,3.5447728007741523e-11,2.5474630491413287e-05
16,Seen,3.7270527557379614e-11,2.7638544118960187e-05
16,Seen,4.972647811945178e-11,2.758012564141892e-05
16,Seen,4.336392372336505e-11,2.9133644845986945e-05
16,Seen,5.87740721344308e-11,3.309254812971432e-05
16,Unseen,2.6344991744174643e-11,2.3469095970406733e-05
16,Seen,3.18352153745379e-11,2.5840781766659166e-05
16,Seen,3.2438713504175605e-11,2.4650609708547508e-05
16,Seen,4.356731972189605e-11,2.9281690204720603e-05
16,Seen,3.3309877474659486e-11,2.7288905871353333e-05
16,Seen,4.4877165290076385e-11,2.9019417499054193e-05
16,Unseen,1.480068681606702e-09,0.00016455731872267056
16,Unseen,5.868742016321857e-11,3.611123292807788e-05
16,Seen,5.655616263772815e-11,3.3973646867087945e-05
16,Seen,5.1063565299019774e-11,3.250527587585813e-05
16,Seen,4.108794230707811e-11,2.9976287242746284e-05
16,Seen,5.094097651028511e-11,3.1789834645182094e-05
16,Seen,4.203926775415263e-11,2.8619143401636308e-05
16,Seen,4.430663658807567e-11,3.0246731461633096e-05
16,Unseen,3.3794594004153134e-11,2.9803404624777496e-05
16,Unseen,2.9334612641021235e-11,2.4486692196881603e-05
16,Seen,4.53338781942067e-11,2.9787620642605063e-05
16,Seen,5.442765593735266e-11,3.1864122169422235e-05
16,Seen,4.799778798243149e-11,3.0034715054751254e-05
16,Seen,3.8146687067031045e-11,2.6937742681664922e-05
16,Seen,3.449270337298114e-11,2.7407816931089874e-05
16,Seen,3.5511712583565655e-11,2.755489393029913e-05
16,Seen,2.9559435407369794e-11,2.5750984610534912e-05
16,Unseen,7.06505537756624e-11,3.094083622309306e-05
16,Seen,1.2536852896321153e-10,3.494654045973207e-05
16,Seen,5.5453882937178947e-11,3.121892961703431e-05
16,Seen,4.9440855458710865e-11,3.1036879207332276e-05
16,Seen,2.879108840364242e-11,2.4946048786565616e-05
16,Unseen,4.4220396017916454e-11,3.1562457936705246e-05
16,Unseen,2.7471918254987018e-11,2.4732468813501013e-05
16,Seen,3.3943610733231866e-11,2.577818028167845e-05
16,Seen,3.6662661243286275e-11,2.6966548342405e-05
16,Seen,3.2775926216497474e-11,2.656544879174406e-05
16,Seen,4.488386921657014e-11,2.9477607409705164e-05
16,Seen,3.1695689784637334e-11,2.5128008299492082e-05
16,Seen,2.9952714519658474e-11,2.5145034828284622e-05
16,Seen,4.070836490254133e-11,2.8623088238608582e-05
16,Seen,4.105376752187383e-11,2.8540207920441756e-05
16,Seen,3.3198382984952424e-11,2.78262017718762e-05
16,Seen,5.291093569804053e-11,3.1493454583458405e-05
16,Seen,4.22438346459878e-11,2.7801483882083762e-05
16,Seen,1.5438127398327277e-10,3.495994775508014e-05
16,Seen,4.951382173436965e-11,2.9652027008148044e-05
16,Seen,4.927459502469525e-11,2.9646271152350045e-05
16,Seen,2.6685829020398138e-11,2.56574482510465e-05
16,Seen,6.651596127239521e-11,3.087110317221348e-05
19,Unseen,4.322207066158031e-11,3.228097746500153e-05
19,Unseen,3.882958686816485e-11,2.9685333263691286e-05
19,Seen,4.2108789556904585e-11,3.142261093553659e-05
19,Unseen,4.352289490143933e-11,3.248843883983022e-05
19,Unseen,5.5822086825686327e-11,3.427178326560123e-05
19,Unseen,3.052737057159019e-11,2.7660804729091275e-05
19,Unseen,3.8894881050084204e-11,3.112602595468664e-05
19,Unseen,6.201811749449427e-11,3.233253329346788e-05
19,Unseen,4.4771503932152565e-11,3.212426530676612e-05
19,Seen,8.687579465831472e-11,3.8465738230249085e-05
19,Unseen,4.108333212298755e-11,2.9596389159328134e-05
19,Unseen,4.204775676704643e-11,3.119514427365987e-05
19,Unseen,4.708734489758764e-11,3.240662107508337e-05
19,Unseen,4.301023957371523e-11,3.183744779623784e-05
19,Unseen,4.534869549157957e-11,3.2067967454168483e-05
19,Unseen,9.051756316534764e-11,4.040010338573961e-05
19,Unseen,6.689048484814975e-11,4.005520178789215e-05
19,Unseen,5.5937392689216996e-11,3.5575505218709544e-05
19,Unseen,9.392464290254499e-11,4.337559724650506e-05
19,Unseen,4.6800328394478354e-11,3.304364990550542e-05
19,Unseen,4.695705288545389e-11,3.2978099983652544e-05
19,Unseen,6.408642962575163e-11,3.7858532471984896e-05
19,Unseen,6.83470028015573e-11,3.710097908983614e-05
19,Unseen,6.375211784725432e-11,3.7510903929684554e-05
19,Unseen,1.0273554733313144e-10,4.68582940693923e-05
19,Unseen,1.542062372523418e-10,6.382273555265612e-05
19,Unseen,4.398500144842058e-11,3.125429409514154e-05
19,Unseen,6.929724291784721e-11,3.6712905821226434e-05
19,Unseen,8.782972696696418e-11,4.105403361643969e-05
19,Unseen,9.944465699847736e-11,4.349571574561389e-05
19,Unseen,9.676139184089694e-11,4.547929096427658e-05
19,Unseen,6.580178732489603e-11,3.752397525059476e-05
19,Unseen,6.157491038213084e-11,3.70038948426618e-05
19,Unseen,7.151960240155597e-11,4.161265881646961e-05
19,Unseen,7.351717635070772e-11,4.1346973835712896e-05
19,Unseen,3.812800245786209e-11,3.1034815586401266e-05
19,Unseen,4.632848948134661e-11,3.4957747130910366e-05
19,Unseen,6.179669773932844e-11,3.3203048814739394e-05
19,Unseen,6.012895485274903e-11,3.498756463763062e-05
19,Unseen,6.79500807321821e-11,3.8684054671318915e-05
19,Unseen,4.065231831332116e-11,3.1953982885422564e-05
19,Unseen,4.542378885869578e-11,3.462092746565851e-05
19,Unseen,4.945938463441717e-11,3.387470109921828e-05
19,Unseen,3.827159653041259e-11,3.0453862632673604e-05
19,Unseen,1.3627384733618292e-10,3.4312514914214477e-05
19,Unseen,3.9140172718910266e-11,2.9015375858922994e-05
19,Unseen,4.5360795757821356e-11,3.183120601398829e-05
19,Unseen,4.647114033778415e-11,3.170302532736596e-05
19,Seen,3.357125085955352e-11,2.7976589512753e-05
19,Unseen,3.777088269189163e-11,3.121528465794543e-05
19,Unseen,4.367840679539324e-11,3.213917531664734e-05
19,Unseen,4.461256205356927e-11,3.257270428833526e-05
19,Unseen,6.538809483694816e-11,3.420730436028649e-05
19,Unseen,6.548313072793846e-11,3.702760207118887e-05
19,Unseen,5.87107853284641e-11,3.490700514920692e-05
19,Unseen,6.995706977684228e-11,3.700353522227682e-05
19,Unseen,1.4175049796002142e-10,5.003596673969708e-05
19,Unseen,1.1117868593112233e-10,4.7610062190606614e-05
19,Unseen,9.547915173482849e-11,4.911619661711372e-05
19,Seen,9.356916011291658e-11,4.682712948135776e-05
19,Unseen,6.820226871388571e-11,4.1286935759958084e-05
19,Seen,4.394295375379697e-10,6.240004494344125e-05
19,Unseen,7.062459392065323e-11,3.7824446805555386e-05
19,Seen,7.955450180157099e-11,4.251748918720814e-05
19,Unseen,8.035872002374968e-11,4.1321401685628525e-05
19,Unseen,9.146308845200615e-11,4.2389445652630186e-05
19,Unseen,6.202699492887465e-11,3.760619080266685e-05
19,Seen,1.4341943212313154e-10,4.591730336153587e-05
19,Unseen,8.062683285713782e-11,3.737064102450938e-05
19,Unseen,4.0866507623414947e-10,7.748409933230607e-05
19,Unseen,9.291134512837148e-11,4.5711104708933964e-05
19,Unseen,9.815680998433673e-11,4.102300890664993e-05
19,Unseen,1.2360629503390033e-10,4.9168266944965665e-05
19,Unseen,1.1268719395246266e-10,4.856400103625495e-05
19,Unseen,1.45556814890158e-10,5.6185263605702376e-05
19,Unseen,8.194402658707812e-11,4.06380163899907e-05
19,Seen,5.776834729846938e-10,7.830745441434149e-05
19,Unseen,1.0457109132497106e-10,4.9035854974028614e-05
19,Unseen,1.6234278381370937e-10,5.7700702160331756e-05
19,Unseen,6.75715653513707e-11,3.794765517156326e-05
19,Unseen,6.302190136579037e-11,3.7559243202024265e-05
19,Seen,5.823501841500732e-11,3.48723636160731e-05
19,Seen,4.6523766382180275e-11,3.1365283582810516e-05
19,Unseen,5.146675047491395e-11,3.332956608714551e-05
19,Unseen,4.923269932835091e-11,3.3373653902356145e-05
19,Unseen,9.632480354743367e-11,4.958475242248157e-05
19,Seen,8.846321447348418e-11,4.4544803237477975e-05
19,Unseen,6.29309303329772e-11,3.9841114348986416e-05
19,Unseen,4.565407841876036e-11,3.422740407358777e-05
19,Seen,8.849357641150663e-11,4.4888481326871204e-05
19,Seen,7.552552358299926e-11,4.185415036290143e-05
19,Seen,1.0031193758372217e-10,4.633191113249412e-05
19,Unseen,3.4369176198197156e-11,2.8092506301158694e-05
19,Seen,7.406225253539403e-11,4.088803192628376e-05
19,Unseen,5.813473940320837e-11,3.710205400146434e-05
19,Unseen,4.959138398842463e-11,3.400029283138146e-05
19,Unseen,4.109877322880393e-11,3.0364265388930588e-05
19,Unseen,4.174143151027089e-11,3.08276797925378e-05
19,Unseen,7.211203413439119e-11,4.0584960699367534e-05
19,Unseen,1.246509238277473e-10,4.349975052300361e-05
19,Seen,5.934235397236873e-11,3.691560417672232e-05
19,Seen,5.172301150536472e-11,3.488954429065501e-05
19,Seen,6.607931046048175e-11,3.8164055214001105e-05
19,Unseen,7.708239134980237e-11,4.3340049454200075e-05
19,Unseen,9.991645550455e-11,4.586164718903193e-05
19,Unseen,1.2600138989922342e-10,5.264014509388052e-05
19,Seen,6.200261481862083e-11,3.8071076336590635e-05
19,Seen,9.853774848412897e-11,4.827838024361828e-05
19,Unseen,7.83652109275832e-11,4.520095195761742e-05
19,Unseen,7.457266107820907e-11,4.119601611236984e-05
19,Unseen,1.0569184499398468e-10,4.626055871198147e-05
19,Unseen,1.1869814698408544e-10,4.900294126914209e-05
19,Unseen,3.2218737037783053e-10,5.5424200720912944e-05
19,Unseen,7.192774898174123e-11,4.1574080171362806e-05
20,Unseen,2.911342680593217e-11,2.6973489080228144e-05
20,Seen,2.1457165319093705e-11,2.2824008740523276e-05
20,Seen,3.35449416923905e-11,2.6261881230936328e-05
20,Seen,3.9274177374814274e-11,2.9152411008334156e-05
20,Seen,2.6340523068493616e-11,2.4666846692988064e-05
20,Seen,3.46260144342618e-11,3.046870579731569e-05
20,Seen,3.407729794118398e-11,2.6481586018766183e-05
20,Seen,3.193934652012604e-11,2.5410838793370023e-05
20,Seen,4.692304985059211e-11,3.325321473461343e-05
20,Seen,3.217079304003546e-11,2.540809634913758e-05
20,Seen,3.296805562227912e-11,2.6898779258532836e-05
20,Seen,3.782022815179965e-11,2.683548797032992e-05
20,Seen,4.374078976479051e-11,2.877687020844725e-05
20,Unseen,3.47701257145549e-11,2.7757571942580548e-05
20,Unseen,3.2441034412978453e-11,2.593997502746211e-05
20,Unseen,2.735514318766808e-11,2.4711915907582173e-05
20,Seen,4.0142023382457226e-11,2.7726568571467382e-05
20,Seen,2.8032885740811732e-11,2.532700804063962e-05
20,Unseen,2.8047893048126216e-11,2.72529506231183e-05
20,Unseen,3.149422375145635e-11,2.6832319278041143e-05
20,Seen,4.250101245297752e-11,3.1206147914119686e-05
20,Seen,5.472014240876127e-11,3.0749339304972065e-05
20,Seen,3.770307547051322e-11,2.8864734087693468e-05
20,Seen,3.6516921863723966e-11,2.944743459975358e-05
20,Seen,4.061604628684992e-11,2.9612324254592012e-05
20,Seen,3.4156408585945235e-11,2.528204252610314e-05
20,Seen,2.9441199664866513e-11,2.5242756964143036e-05
20,Unseen,3.931158183918838e-11,3.0202254742309203e-05
20,Unseen,2.2328164377342288e-11,2.1837088975868927e-05
20,Seen,4.7263912850526044e-11,3.20042404803023e-05
20,Seen,3.4411818092324035e-11,2.7117830896059663e-05
20,Seen,4.5012301751022687e-11,2.918322045152314e-05
20,Unseen,3.4292439846517276e-11,2.746294815604703e-05
20,Seen,6.514167956642432e-11,3.3767372524534546e-05
20,Seen,4.4030525401013795e-11,3.0021740276276757e-05
20,Seen,3.463935129867016e-11,2.792670284533652e-05
20,Unseen,4.121773790010371e-11,2.9526982075484684e-05
20,Seen,5.684834878578433e-11,3.2397319276279394e-05
20,Seen,3.4192043365067675e-11,2.9142423397915757e-05
20,Seen,3.5867729960254646e-11,2.678695533225043e-05
20,Seen,5.338761369538804e-11,3.408151743875368e-05
20,Seen,4.620645912710699e-11,3.169838452615326e-05
20,Seen,3.5249858855129304e-11,3.083131807489224e-05
20,Seen,5.1881554398169894e-11,3.181707458787764e-05
20,Unseen,4.5986763689395154e-11,3.283778244013388e-05
20,Seen,4.52056652731435e-11,3.1157845582819774e-05
20,Seen,5.2006514451442835e-11,3.377136805605373e-05
20,Seen,5.867423702421874e-11,3.456377200007627e-05
20,Seen,3.787209555469348e-11,2.8597851250709022e-05
20,Seen,5.0699373583909344e-11,3.213456183890402e-05
20,Seen,4.275149152162626e-11,3.119508477679499e-05
20,Seen,3.5249308625693344e-11,2.9007725166021292e-05
20,Unseen,3.0617951776905434e-11,2.6118825930472713e-05
20,Unseen,4.2796406051867556e-11,2.9600261151025305e-05
20,Unseen,3.7112283316650175e-11,2.8261850052894166e-05
20,Unseen,4.1256980061016755e-11,2.86809020628696e-05
20,Seen,5.2577253355158906e-11,3.1695976827324554e-05
20,Unseen,3.522110074497857e-11,2.6472370037649217e-05
20,Unseen,1.0708693256930994e-10,4.083667320831957e-05
20,Unseen,5.8024698592692546e-11,3.383702565085941e-05
20,Unseen,3.78678778286747e-11,2.9212451805924617e-05
20,Unseen,5.472546511430603e-11,3.435776983535659e-05
20,Unseen,4.8473963613126725e-11,3.158428994081081e-05
20,Seen,4.5869437734458297e-11,3.012090188284749e-05
20,Seen,3.686046289393823e-11,2.9051165601644363e-05
20,Unseen,3.3936449090739406e-11,2.710956676414452e-05
20,Unseen,3.643604331530087e-11,2.899287868904262e-05
20,Unseen,4.175672047352427e-11,2.949403036714712e-05
20,Unseen,3.976651102879934e-11,3.1149693096976414e-05
20,Seen,9.599049569211394e-11,3.781670311350488e-05
20,Unseen,5.0588407696272483e-11,3.311300859511121e-05
20,Seen,4.322699985696027e-11,2.9796628403623083e-05
20,Unseen,3.6292974902274126e-11,2.7520392371144403e-05
20,Unseen,3.9808133528923586e-11,3.1870817266234734e-05
20,Seen,3.6945957541526485e-11,2.8983319834350705e-05
20,Seen,4.537731381327155e-11,3.184984501050128e-05
20,Unseen,3.426507397371639e-10,4.4148280674772234e-05
20,Unseen,4.282842743716627e-11,2.8764891356795795e-05
20,Unseen,3.7350604176263166e-11,2.878431350349583e-05
20,Unseen,4.0622279067219574e-11,2.75384093415449e-05
20,Unseen,3.0084779237339786e-11,2.6973756563253527e-05
20,Seen,3.2716189109058234e-11,2.6103565090840282e-05
20,Seen,6.480024026060528e-11,3.7094700041359056e-05
20,Seen,5.5952965446533715e-11,3.490041778300715e-05
20,Seen,3.790463406860663e-11,2.8225756225978937e-05
20,Seen,4.506864373006365e-11,3.107681027275934e-05
20,Seen,6.24848212763871e-11,3.815840845653825e-05
20,Seen,4.645733430160963e-11,3.081115532817519e-05
20,Unseen,4.160737961164738e-11,3.111333749040064e-05
20,Seen,6.560411499132788e-11,3.708579731809647e-05
20,Seen,4.93243776376228e-11,3.347550000957622e-05
20,Seen,5.3765814804599e-11,3.375655106024971e-05
20,Seen,6.396396373127275e-11,3.576727770137988e-05
20,Unseen,4.646482410208278e-11,3.204933913083257e-05
20,Seen,4.778506907695722e-11,3.132533565274657e-05
20,Seen,4.319540629283964e-11,3.085413686475072e-05
20,Seen,4.396764595660773e-11,2.844404588561863e-05
20,Unseen,5.179946725289e-11,3.328681611145322e-05
20,Unseen,6.179629698373938e-11,3.608451098427971e-05
20,Seen,6.214766819702731e-11,3.486292015933329e-05
20,Seen,5.536268607419193e-11,3.4349397162366355e-05
20,Seen,5.029163242965504e-11,3.307990085396427e-05
20,Unseen,3.809715105577196e-11,2.8514739879317083e-05
20,Seen,6.921705286063323e-11,3.650533442657799e-05
20,Seen,5.905132310829334e-11,3.480200266421368e-05
20,Unseen,5.126490023639197e-11,3.213008165446586e-05
20,Seen,5.732154114021848e-11,3.481984825208436e-05
20,Seen,4.72169573875637e-11,3.194397358125785e-05
20,Unseen,3.5516948183903046e-11,2.75129967762654e-05
20,Unseen,3.683872446513607e-11,2.821560008021405e-05
20,Unseen,4.813039048357687e-11,3.362136614970423e-05
20,Unseen,5.1220533625949195e-11,3.531972227618664e-05
20,Unseen,4.090354274375466e-11,2.9843178248487112e-05
20,Unseen,4.56949010752704e-11,3.1392001802260097e-05
20,Seen,6.409959332800668e-11,3.719749712643539e-05
20,Unseen,4.467699657039546e-11,3.1232694386814855e-05
20,Unseen,5.662779669893808e-11,3.515457959323982e-05
20,Seen,4.137552833542353e-11,3.0245498275620633e-05
20,Seen,5.1473564677691376e-11,3.322835409707649e-05
20,Unseen,3.683713178784203e-11,2.8501289268640834e-05
20,Seen,8.371387024750631e-11,4.044541877872784e-05
20,Seen,5.553248748931249e-11,3.396116501018257e-05
20,Seen,7.115595611682791e-11,3.6144767192329804e-05
20,Seen,4.752737950649032e-11,3.306627327902539e-05
20,Seen,6.301479094663492e-11,3.709715486205679e-05
20,Seen,8.00101076759352e-11,3.9681639649522804e-05
20,Seen,6.873050990572076e-11,3.74354811349621e-05
20,Seen,5.0183140621664944e-11,3.368160611009671e-05
20,Seen,6.242886902122447e-11,3.3901607200893725e-05
20,Unseen,3.7581795197453e-11,2.9181335789494697e-05
20,Seen,7.107783114203885e-11,3.6873480709576065e-05
20,Seen,4.588992900402243e-11,3.180298463824448e-05
