subject,trial_index,awareness,perm_entropy,lz_complexity,variance
10,223,Seen,0.9819020805975424,0.9475858091294727,2.745310052841754e-11
10,224,Seen,0.985245585686026,0.9214094055623601,8.533552081280274e-11
10,226,Unseen,0.9821813034724093,0.9601504828416868,3.24613440474188e-10
10,227,Seen,0.9867740585388715,0.8931388897098786,3.6520204108765845e-11
10,228,Seen,0.9846389429023977,0.9978445039783287,3.387793148225958e-11
10,229,Seen,0.9838515007323031,0.931879966989205,4.560740476776724e-10
10,230,Unseen,0.9849823387142861,0.9622445951270557,3.106189721076022e-11
10,232,Unseen,0.983848381144442,0.9789974934100077,3.435981620106648e-11
10,234,Unseen,0.9828335265569338,0.9109388441355151,3.576909082802159e-11
10,235,Unseen,0.9832436301536354,1.0418208619710778,2.7282316409236216e-11
10,237,Unseen,0.976171053899278,0.9957503916929596,2.87138270754189e-11
10,238,Seen,0.9818367621363363,0.9936562794075906,2.6486500921468998e-11
10,240,Seen,0.9676409177864065,0.8303155211488087,4.6453752447108326e-10
10,241,Unseen,0.9657813850476505,0.850209587859814,5.799158256833362e-10
10,243,Seen,0.9758853173899602,0.8365978580049156,2.0000384086300998e-11
10,245,Seen,0.9746010347008076,0.8386919702902846,2.03887303972293e-11
10,246,Seen,0.9806221125349353,0.9255976301330981,6.089189131598598e-10
10,248,Seen,0.9764594221948752,0.9255976301330981,2.1435090622935833e-11
10,249,Seen,0.972634550045832,0.7978567807255891,3.9394860081837195e-10
10,251,Seen,0.9812409239685699,0.9109388441355152,1.680777171935372e-11
10,254,Unseen,0.9706517758380987,0.8187979035792792,3.203157858793828e-11
10,255,Seen,0.9618049469073788,0.7444569174486796,3.7271831849735806e-11
10,256,Unseen,0.9801763527607946,0.8648683738573971,6.017821824106553e-11
10,257,Unseen,0.9666454132437524,0.7706333210157922,3.4710495186670143e-10
10,258,Seen,0.9791305410763784,0.8763859914269265,5.7269577825580704e-11
10,260,Seen,0.9726780105503634,0.8512566440024986,5.93957315618655e-11
10,261,Seen,0.9841038068732517,0.9496799214148416,5.0463171061075954e-11
10,263,Seen,0.9842286009420236,0.9559622582709487,2.9068088530593367e-10
10,265,Seen,0.9805425086429481,0.8533507562878676,5.646274827183797e-11
10,266,Seen,0.9826935049063139,1.0104091776905428,3.486039898029098e-11
10,267,Unseen,0.9845841532699102,0.9392093599879966,4.030655868902729e-11
10,269,Seen,0.9744147755377583,0.8879036089964562,5.193397676450296e-11
10,271,Seen,0.9882466333231483,1.0041268408344357,3.7098110326107543e-11
10,272,Unseen,0.9782675363563775,0.8449743071463918,8.759970682640482e-11
10,274,Seen,0.981825534470675,0.8795271598549801,5.2303904630516846e-11
10,275,Unseen,0.9829380271872348,0.9674798758404782,3.1137727460433395e-10
10,276,Seen,0.9866323274332439,1.009362121547858,2.920398538898667e-10
10,277,Seen,0.9862361981154967,1.0208797391173876,3.575056458312022e-11
10,279,Seen,0.98599794651827,0.9800445495526922,2.6692619524920143e-10
10,281,Seen,0.9823150289394681,0.8701036545708196,4.7441665195627386e-11
10,283,Seen,0.9854312635874848,1.03763263740034,2.8316463619028892e-11
