subject,block,awareness,perm_entropy,lz_complexity
10,experimental,Seen,0.979962482104763,0.9851809102352324
10,experimental,Unseen,0.982561153797882,1.0891577873049139
10,experimental,Unseen,0.9803341898388215,1.0592644351473806
10,experimental,Seen,0.978195912594366,1.087858076341543
10,experimental,Seen,0.9554690064202308,0.7928236876563218
10,experimental,Seen,0.9681398976157661,0.9734835115648932
10,experimental,Unseen,0.9696673463947691,0.9344921826637628
10,experimental,Seen,0.9728737681586448,0.9136968072498265
10,experimental,Seen,0.9750428321572778,0.9344921826637628
10,experimental,Seen,0.9799367227988423,0.9799820663817483
10,experimental,Unseen,0.9653412504954858,0.9786823554183772
10,experimental,Unseen,0.9774839528323717,1.0345699268433313
10,experimental,Seen,0.9828203215222919,1.0046765746857977
10,experimental,Seen,0.9819514343851607,1.0514661693671543
10,experimental,Seen,0.9800414091009912,1.0072759966125397
10,experimental,Seen,0.9834079783521134,1.0540655912938965
10,experimental,Seen,0.9810469579868173,0.9968783089055715
10,experimental,Seen,0.9814779930122371,1.0020771527590557
10,experimental,Unseen,0.97612735834124,0.9760829334916352
10,experimental,Seen,0.9685300451146001,0.817518195960371
10,experimental,Seen,0.9751773986493606,0.9513884251875859
10,experimental,Seen,0.9777004244470405,0.9201953620666815
10,experimental,Unseen,0.9763733109824903,1.022872528172992
10,experimental,Seen,0.9786269595042224,1.0059762856491687
10,experimental,Seen,0.9767235052799762,0.9929791760154587
10,experimental,Seen,0.9807524853249138,1.0462673255136703
10,experimental,Seen,0.9622884866838278,0.948789003260844
10,experimental,Seen,0.9733703540264347,1.024172239136363
10,experimental,Seen,0.9808254929846935,1.0774603886345748
10,experimental,Unseen,0.9808178057450416,1.1138522956089631
10,experimental,Seen,0.977817686862134,1.0137745514293948
10,experimental,Seen,0.980338690369974,1.0202731062462498
10,experimental,Seen,0.9702638247381914,0.8968005647260031
10,experimental,Unseen,0.9764110707154148,0.9214950730300524
10,experimental,Unseen,0.9822237918272525,1.091757209231656
10,experimental,Seen,0.9791264949892644,1.0189733952828788
10,experimental,Seen,0.9811140421268318,1.0020771527590557
10,experimental,Unseen,0.9861943795579209,1.156742757400207
10,experimental,Seen,0.9827125976110079,1.0384690597334443
10,experimental,Seen,0.9852998353243813,1.0865583653781719
10,experimental,Seen,0.9804184572351576,1.0488667474404123
10,experimental,Seen,0.9788068015309007,0.898100275689374
10,experimental,Unseen,0.9851833012958895,1.0800598105613166
10,experimental,Unseen,0.9772784296954259,0.9474892922974727
10,experimental,Seen,0.9774010572861688,1.017673684319508
10,experimental,Seen,0.9852754453852749,0.8838034550922929
10,experimental,Seen,0.9792279857198516,0.9591866909678122
10,experimental,Seen,0.9805264320521737,1.0059762856491687
10,experimental,Unseen,0.9826850584105379,1.0566650132206383
10,experimental,Seen,0.9739757424185772,0.9214950730300524
10,experimental,Seen,0.9693525235734198,0.9903797540887166
10,experimental,Seen,0.9714322574497029,0.8513106810080174
10,experimental,Seen,0.972018102432832,0.9617861128945542
10,experimental,Unseen,0.9851296846779439,1.0293710829898468
10,experimental,Seen,0.9620498701527433,0.8812040331655511
10,experimental,Seen,0.979737033613216,1.052765880330525
10,experimental,Seen,0.9871994007956775,1.0059762856491687
10,experimental,Seen,0.9801447114416183,1.013774551429395
10,experimental,Seen,0.9749525838148859,0.9266939168835365
10,experimental,Unseen,0.9809588920216021,1.138546803913013
10,experimental,Unseen,0.9838994834182534,1.03327021587996
10,experimental,Seen,0.9806252755936167,0.8422127042644203
10,experimental,Seen,0.9821705154713094,0.952688136150957
10,experimental,Seen,0.9747915796816224,1.034569926843331
10,experimental,Seen,0.981440054420828,0.9903797540887165
10,experimental,Unseen,0.9796078736753125,1.091757209231656
10,experimental,Seen,0.9811310148959537,0.8929014318358901
10,experimental,Unseen,0.9824679667037245,1.050166458403783
10,experimental,Unseen,0.983466290453653,1.018973395282879
10,experimental,Seen,0.9817871802786053,0.9318927607370207
10,experimental,Seen,0.9801222453813419,0.9890800431253454
10,experimental,Seen,0.9685856837846702,0.9071982524329713
10,experimental,Seen,0.9778755285360753,0.95658726904107
