subject,trial_index,event_name,awareness,perm_entropy_mean,lz_complexity_mean
10,454,Present/Seen/Left,Seen,0.977269154532318,0.8292849441898471
10,455,Present/Seen/Right,Seen,0.9798590190270237,0.8047395124379279
10,456,Present/Seen/Left,Seen,0.9753688662237424,0.7731811001854602
10,457,Present/Seen/Right,Seen,0.9849564409794311,0.9651614413879723
10,459,Present/Seen/Right,Seen,0.984456828719608,0.8959082589450569
10,460,Present/Seen/Left,Seen,0.9861372600840622,1.036167868956025
10,462,Present/Seen/Left,Seen,0.9799416159240882,0.9265900486349561
10,464,Present/Unseen/Left,Unseen,0.986756685315532,0.9388627645109159
10,465,Present/Seen/Right,Seen,0.9830795880928358,0.9327264065729363
10,467,Present/Seen/Right,Seen,0.9846172665463755,0.8091226252507705
10,468,Present/Seen/Left,Seen,0.985469553165252,0.8634732241300208
10,469,Present/Seen/Left,Seen,0.983132386474344,0.9222069358221134
10,470,Present/Seen/Right,Seen,0.9808618251487807,0.8661030918177263
10,472,Present/Seen/Right,Seen,0.9803530411094876,0.8757459400059804
10,475,Present/Seen/Right,Seen,0.9850638753090453,0.8091226252507705
10,477,Present/Seen/Left,Seen,0.9865839183441597,0.8275316990647102
10,478,Present/Unseen/Right,Unseen,0.983210192462861,0.9073043522584482
10,479,Present/Seen/Left,Seen,0.9852336338781139,0.8512005082540609
10,480,Present/Unseen/Right,Unseen,0.981138600329201,0.8389277923781013
10,482,Present/Seen/Right,Seen,0.9885642689546227,0.9046744845707424
10,483,Present/Seen/Left,Seen,0.9849686314413992,0.88801865588194
10,484,Present/Seen/Left,Seen,0.9853808800212592,0.9257134260723876
10,486,Present/Unseen/Right,Unseen,0.9880194285086585,0.9599017060125611
10,487,Present/Unseen/Left,Unseen,0.9857601018738132,0.905551107133311
10,490,Present/Seen/Left,Seen,0.9863573562411081,0.9669146865131094
10,491,Present/Seen/Right,Seen,0.9657770125659151,0.7284733494944642
10,492,Present/Seen/Right,Seen,0.9746299981438363,0.9046744845707424
10,493,Present/Unseen/Left,Unseen,0.9767665563452133,0.859090111317178
10,495,Present/Seen/Right,Seen,0.9757531569620235,0.8433109051909441
10,496,Present/Seen/Left,Seen,0.9764066473518171,0.814382360626182
10,499,Present/Seen/Left,Seen,0.9823952930755051,0.9423692547611899
10,500,Present/Unseen/Right,Unseen,0.9743448796603166,0.8994147491953312
10,502,Present/Unseen/Right,Unseen,0.9815351609616485,0.907304352258448
10,503,Present/Seen/Left,Seen,0.9871292389361147,0.8512005082540609
